"CODE";"BOROUGH";"YEAR";"VAL_01_AGE";"VAR_01_AGE";"IND_01_AGE";"VAL_02_RACE_WHITE";"VAR_02_RACE_WHITE";"IND_02_RACE_WHITE";"VAL_03_WEEK_EARNINGS";"VAR_03_WEEK_EARNINGS";"IND_03_WEEK_EARNINGS";"VAL_04_PERCENT_NVQ4";"VAR_04_PERCENT_NVQ4";"IND_04_PERCENT_NVQ4";"VAL_05_CAR_TRAFFIC";"VAR_05_CAR_TRAFFIC";"IND_05_CAR_TRAFFIC";"VAL_06_EXP_LIFE";"VAR_06_EXP_LIFE";"IND_06_EXP_LIFE";"VAL_07_CRIMES";"VAR_07_CRIMES";"IND_07_CRIMES";"VAL_08_SERVICES";"VAR_08_SERVICES";"IND_08_SERVICES";"VAL_09_HOUSE_PRICE";"VAR_09_HOUSE_PRICE";"IND_09_HOUSE_PRICE";"VAL_10_HOUSE_RENT";"VAR_10_HOUSE_RENT";"IND_10_HOUSE_RENT"
"E09000020";"Kensington and Chelsea";2011;46,78;0,9049;2,129;70,63;-1,0685;0,3775;793,9;3,1317;0,33;59,6;6,2847;0,2233;392;-1,544;-1,3533;83,62;0,2954;-0,3489;1652,25;-3,9297;-0,3663;2730;0,4676;-0,5088;908565,09;8,0183;0,2935;97,23;5,678;0,2559
"E09000020";"Kensington and Chelsea";2021;43,43;-0,7403;-2,2208;69,45;-0,1683;0,7574;763,6;-0,3884;-1,2244;63,8;0,6833;-0,7431;326;-1,8268;-0,7552;83,6;-0,0024;-1,0976;1510,25;-0,8946;-2,6649;3040;1,0814;-0,7092;1343814,58;3,9916;-0,2849;128,78;2,8501;0,2376
"E09000020";"Kensington and Chelsea";2031;38,33;-1,2414;-7,1334;69,25;-0,0288;0,9194;709,11;-0,7376;-1,3207;79,21;2,1871;-0,0947;294;-1,0279;-6,5027;82,52;-0,1299;-0,3174;1403,79;-0,7283;-4,0575;3070;0,0982;-0,9152;1492381,83;1,0541;-0,5101;166,72;2,6157;0,1003
"E09000021";"Kingston upon Thames";2001;43,91;0;0;84,36;0;0;435,7;0;0;41,7;0;0;869;0;0;79,49;0;0;1150,92;0;0;1215;0;0;178822,59;0;0;62,83;0;0
"E09000021";"Kingston upon Thames";2011;45,13;0,2744;1,3424;74,5;-1,2352;0,2804;579,8;3,2257;0,3699;45,8;1,3488;-0,7375;828;-0,4821;0,2652;82,58;0,4778;0,0531;899,5;-2,4347;0,1535;1265;0,5054;-0,4691;312073,91;5,7264;-0,0763;104,89;5,2584;0,1631
"E09000021";"Kingston upon Thames";2021;44,97;-0,0355;-1,0585;66,06;-1,1952;-0,7229;667,9;1,4246;-0,1771;65,2;3,5949;0,3514;744;-1,064;-0,0223;82,9;0,0387;0,5732;915,17;0,1729;1,7083;1980;4,5821;0,232;510018;5,0347;-0,098;130,28;2,1914;-0,0485
"E09000021";"Kingston upon Thames";2031;43,91;-0,2383;-2,1774;62,06;-0,6227;-0,7433;771;1,4459;-0,3714;79,02;1,941;-0,1965;746;0,0268;-0,8565;82,54;-0,0435;0,5588;866,59;-0,544;-3,2838;1955;-0,127;-1,1097;649694,07;2,4501;0,1386;166,41;2,4779;0,0423
"E09000022";"Lambeth";2001;47,11;0;0;62,86;0;0;404,3;0;0;40,7;0;0;733;0;0;76,64;0;0;4757,67;0;0;1735;0;0;164684,74;0;0;58,22;0;0
"E09000022";"Lambeth";2011;43,09;-0,888;-0,1079;57,14;-0,9495;0,4468;536,7;3,1976;0,358;59;5,4476;0,0603;573;-2,4325;-2,7075;79,75;0,4985;0,0987;2962,92;-4,6254;-0,6082;1855;0,8395;-0,1181;304029,86;6,3228;0,02;93,04;4,7996;0,0616
"E09000022";"Lambeth";2021;47,64;1,0089;0,6638;58,91;0,3055;1,4404;681,2;2,4128;0,3937;75,7;2,5237;-0,0513;501;-1,3338;-0,2815;80,69;0,1172;3,7642;2602,08;-1,2902;-4,2855;2585;3,3741;-0,0928;534421,67;5,8027;0,0396;119,78;2,5585;0,1109
"E09000022";"Lambeth";2031;47,44;-0,0421;-1,208;59,4;0,0829;1,2321;830,99;2,0075;-0,1272;96,29;2,435;0,0079;449;-1,0898;-6,834;77,79;-0,3653;-2,7049;2885,3;1,0385;3,3598;2821;0,8775;-0,2422;612804,77;1,378;-0,3596;154,18;2,5568;0,0755
"E09000023";"Lewisham";2001;47,66;0;0;65,93;0;0;394,9;0;0;33,5;0;0;715;0;0;76,79;0;0;2417,33;0;0;1335;0;0;121333,17;0;0;59,33;0;0
"E09000023";"Lewisham";2011;43,46;-0,9183;-0,1457;53,52;-2,0638;-0,2024;473,2;2,0302;-0,1378;49;5,5828;0,0867;610;-1,5757;-1,4016;79,85;0,4896;0,0791;2250,92;-0,7107;0,7529;1350;0,1398;-0,8531;228017,41;6,5121;0,0505;87,92;4,0115;-0,1127
"E09000023";"Lewisham";2021;47,57;0,9077;0,4969;51,1;-0,4616;0,3346;574,9;1,9659;0,1356;66;3,0231;0,1365;533;-1,3403;-0,2878;80,28;0,0537;1,1829;2204,92;-0,2063;0,1549;1920;3,585;-0,0361;429701,92;6,5418;0,172;110,96;2,3547;0,0224
"E09000023";"Lewisham";2031;44,67;-0,627;-4,0978;50;-0,2174;0,3914;701,43;2,0092;-0,1265;85,12;2,5767;0,0666;483;-0,9802;-6,2473;78,56;-0,2163;-1,1937;2612,19;1,7094;6,1763;2188;1,3152;0,1358;521191,11;1,949;-0,0942;140;2,352;-0,0106
"E09000024";"Merton";2001;45,69;0;0;75,05;0;0;436,3;0;0;36,3;0;0;583;0;0;79,34;0;0;1478,92;0;0;1080;0;0;167046,24;0;0;66,78;0;0
"E09000024";"Merton";2011;43,99;-0,3785;0,5278;64,89;-1,4441;0,1586;536,9;2,3321;-0,0096;48,7;4,2874;-0,1655;538;-0,8001;-0,2195;81,98;0,41;-0,0963;1169,08;-2,3235;0,1922;1255;1,8949;0,9907;306063,02;6,2423;0,007;92,61;3,324;-0,2648
"E09000024";"Merton";2021;44,36;0,0838;-0,8618;62,8;-0,3268;0,5289;592,1;0,9834;-0,432;67,1;3,257;0,2244;476;-1,2169;-0,1692;82,04;0,0073;-0,7033;1071,92;-0,8639;-2,5391;1630;2,6489;-0,2878;541076,58;5,8631;0,0504;117,14;2,3776;0,0324
"E09000024";"Merton";2031;44,99;0,1411;-0,3029;61,93;-0,1394;0,6097;653,98;0,999;-0,5657;85,22;2,4193;0,0014;482;0,1253;-0,3292;80,98;-0,13;-0,3185;1133,85;0,5633;1,3648;1881;1,4425;0,2457;677065,9;2,2674;0,0537;141,91;1,9367;-0,1853
"E09000025";"Newham";2001;43,97;0;0;39,4;0;0;338,2;0;0;17;0;0;715;0;0;76,25;0;0;3384,67;0;0;1360;0;0;108763,06;0;0;64,35;0;0
"E09000025";"Newham";2011;47,48;0,771;1,9619;28,95;-3,0349;-0,7682;382,5;1,3771;-0,4152;39,2;12,6766;1,4674;722;0,0975;1,1486;79,65;0,5468;0,2052;2574,58;-2,6986;0,0617;1500;1,2323;0,2946;207663,62;6,6812;0,0778;96,79;4,1665;-0,0784
"E09000025";"Newham";2021;42,25;-1,1603;-2,9134;25,37;-1,3114;-0,8904;574,9;4,1588;1,4023;57,6;3,9235;0,4749;628;-1,3852;-0,3309;79,06;-0,0743;-4,0203;2683;0,4133;2,6932;2975;7,0877;0,9057;386056,33;6,3969;0,146;121,12;2,2677;-0,0153
"E09000025";"Newham";2031;39,33;-0,7136;-4,5257;23,38;-0,8135;-1,2774;686,35;1,7877;-0,2228;83,44;3,7756;0,5629;702;1,1202;4,9968;78,76;-0,038;0,6146;2725,54;0,1574;-0,3392;3850;2,6118;1,2554;487316,75;2,3567;0,0952;151,22;2,2444;-0,0559
"E09000026";"Redbridge";2001;42,88;0;0;63,32;0;0;402,5;0;0;26,8;0;0;875;0;0;78,97;0;0;2333,42;0;0;1390;0;0;141587,53;0;0;67,29;0;0
"E09000026";"Redbridge";2011;46,92;0,9045;2,1285;42,49;-3,9108;-1,2785;479,5;1,964;-0,1659;37,4;4,8761;-0,0509;959;0,9209;2,4036;81,6;0,4104;-0,0954;1985,5;-1,6017;0,4431;1540;1,2892;0,3543;261965,54;6,3462;0,0237;103,37;4,3865;-0,0298
"E09000026";"Redbridge";2021;44,21;-0,5932;-1,9782;33,34;-2,3959;-2,4538;579,3;1,9088;0,1026;51,8;3,3108;0,2446;866;-1,0149;0,0249;81,65;0,0061;-0,752;1990,92;0,0273;1,1118;2405;4,5585;0,2256;452136,08;5,6094;0,0049;125,25;1,9385;-0,1583
"E09000026";"Redbridge";2031;45,2;0,2217;0,0954;29,38;-1,2565;-2,5176;664,43;1,3805;-0,3998;66,51;2,5311;0,0477;922;0,6286;2,3651;77,27;-0,5498;-4,5761;2015,11;0,1208;-0,4929;2875;1,8011;0,5554;565996,21;2,2715;0,0556;157,54;2,3202;-0,024
"E09000027";"Richmond upon Thames";2001;43,61;0;0;90,88;0;0;564,9;0;0;43,6;0;0;778;0;0;80,32;0;0;1338,08;0;0;1515;0;0;241333,29;0;0;64,44;0;0
"E09000027";"Richmond upon Thames";2011;46,94;0,7386;1,9215;85,96;-0,555;0,6766;665;1,8292;-0,2232;55,2;3,4275;-0,3329;703;-1,0086;-0,5373;83,44;0,4775;0,0525;957,92;-3,287;-0,1428;1605;0,724;-0,2394;434537,17;6,0574;-0,0229;96,24;4,0926;-0,0948
"E09000027";"Richmond upon Thames";2021;43,96;-0,6538;-2,0782;83,66;-0,2708;0,6096;704,5;0,5787;-0,6657;70;2,4038;-0,0963;623;-1,2008;-0,1537;84,03;0,0705;1,8659;915,08;-0,4565;-0,8701;1870;1,5399;-0,586;699811,75;4,8807;-0,1256;123,56;2,5303;0,0987
"E09000027";"Richmond upon Thames";2031;45,13;0,263;0,2994;82,65;-0,1214;0,6601;776,15;0,9733;-0,5769;85,53;2,0239;-0,1622;595;-0,4588;-3,4561;84,46;0,0511;1,5183;853,51;-0,6941;-3,9139;1988;0,6138;-0,4699;872254,93;2,2271;0,035;154,44;2,2559;-0,0511
"E09000028";"Southwark";2001;43,16;0;0;63,25;0;0;397,6;0;0;37,6;0;0;693;0;0;76,94;0;0;3808,92;0;0;1800;0;0;164486,25;0;0;59,68;0;0
"E09000028";"Southwark";2011;45,21;0,4651;1,5803;54,25;-1,5232;0,1126;530,5;3,256;0,3828;53,4;5,1392;3e-04;565;-2,0213;-2,0808;79,98;0,4856;0,0703;2836,08;-2,9062;-0,0104;1980;1,1985;0,2591;312539,49;6,6295;0,0694;98,37;5,1244;0,1335
"E09000028";"Southwark";2021;45,67;0,1013;-0,8329;54,44;0,035;1,0505;637,8;1,8591;0,0739;57,1;0,6722;-0,7473;483;-1,5559;-0,4949;80,74;0,0946;2,8455;2589,33;-0,9061;-2,712;3385;5,509;0,4812;487581,33;4,5476;-0,1853;123,69;2,3169;0,006
"E09000028";"Southwark";2031;45,21;-0,1012;-1,5;54,51;0,0129;1,0361;782,84;2,0702;-0,1;59,61;0,4311;-0,8215;429;-1,1786;-7,3094;81,44;0,0864;1,8763;2388,09;-0,8058;-4,3829;3497;0,326;-0,7185;570601,63;1,5848;-0,2635;159,3;2,5624;0,0779
"E09000029";"Sutton";2001;44,9;0;0;88,98;0;0;410,9;0;0;25,1;0;0;627;0;0;78,94;0;0;1279,92;0;0;1105;0;0;137910,19;0;0;62,01;0;0
"E09000029";"Sutton";2011;44,2;-0,157;0,8041;78,58;-1,2353;0,2803;497,9;2,1568;-0,084;35,8;5,2034;0,0128;579;-0,7933;-0,2091;81,78;0,4428;-0,024;964,08;-2,794;0,0286;1060;-0,5184;-1,5446;233026,68;5,3855;-0,1312;98,21;4,7055;0,0408
"E09000029";"Sutton";2021;46;0,4;-0,3404;72,26;-0,835;-0,2037;576,9;1,4836;-0,143;53,4;4,0796;0,5336;546;-0,5851;0,4378;81,97;0,0232;-0,0569;1065,25;1,0029;5,1086;1310;2,1402;-0,4246;403454,58;5,6426;0,0109;118,9;1,9301;-0,1619
"E09000029";"Sutton";2031;46,04;0,0087;-0,957;69,19;-0,4332;-0,2128;649,97;1,1997;-0,4784;66,9;2,2795;-0,0564;577;0,5538;1,9647;81,08;-0,1091;-0,1065;1266,08;1,7422;6,314;1405;0,7026;-0,3933;510156,62;2,3743;0,1034;150,01;2,3514;-0,0109
"E09000030";"Tower Hamlets";2001;47,89;0;0;51,74;0;0;427,2;0;0;27,4;0;0;733;0;0;75,82;0;0;3106,08;0;0;1585;0;0;162505,94;0;0;60,54;0;0
"E09000030";"Tower Hamlets";2011;41,94;-1,3179;-0,6443;45,21;-1,3401;0,2192;542,3;2,6862;0,1408;46,2;7,749;0,5083;692;-0,5739;0,1253;79,12;0,534;0,177;2318;-2,8842;-0,0028;1895;2,258;1,3721;287262,48;5,8622;-0,0543;96,78;4,8031;0,0624
"E09000030";"Tower Hamlets";2021;48,17;1,3946;1,2998;45,64;0,0947;1,1365;685,2;2,3665;0,367;52;1,1897;-0,5528;573;-1,8693;-0,796;79,35;0,029;0,1789;2630;1,2708;6,2061;3110;5,0788;0,3655;496187,25;5,6177;0,0064;126,71;2,7312;0,1859
